date,sunset,sunrise,wind_speed_10m_max,wind_gusts_10m_max,uv_index_max,weather_code,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,daylight_duration,sunshine_duration,uv_index_clear_sky_max,rain_sum,showers_sum,snowfall_sum,precipitation_sum,precipitation_hours,precipitation_probability_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,time
2024-03-11 00:00:00+00:00,1710176630,1710134914,21.9718,38.519997,,3.0,13.658501,4.1584997,11.078042,1.1241083,41724.94,21330.0,,0.0,0.0,0.0,0.0,0.0,,132.24368,7.97,1.340043,2024-03-11 00:00:00+00:00
2024-03-12 00:00:00+00:00,1710263137,1710221177,13.441071,25.919998,,3.0,13.408501,3.6585,10.496337,0.6571207,41969.355,30757.75,,0.0,0.0,0.0,0.0,0.0,,270.55838,10.22,1.5302478,2024-03-12 00:00:00+00:00
2024-03-13 00:00:00+00:00,1710349644,1710307440,15.575981,30.239998,,3.0,13.408501,2.0085,9.862115,-0.9546809,42212.92,37027.832,,0.0,0.0,0.0,0.0,0.0,,218.8377,11.73,1.700447,2024-03-13 00:00:00+00:00
2024-03-14 00:00:00+00:00,1710436150,1710393702,15.124284,29.88,,51.0,14.3585005,7.6584997,12.328148,5.5052423,42457.45,14915.891,,0.3,0.0,0.0,0.3,3.0,,212.75171,8.31,1.3398305,2024-03-14 00:00:00+00:00
2024-03-15 00:00:00+00:00,1710522657,1710479963,17.477621,30.960001,,3.0,17.2085,7.2085,14.980814,4.4228163,42703.105,33225.73,,0.0,0.0,0.0,0.0,0.0,,205.41293,11.47,1.773104,2024-03-15 00:00:00+00:00
2024-03-16 00:00:00+00:00,1710609163,1710566223,24.448214,47.519997,,53.0,12.3585005,4.3085,8.925232,-0.78578997,42949.76,23172.719,,1.4,0.0,0.0,1.4,5.0,,265.94446,7.8,1.4285266,2024-03-16 00:00:00+00:00
2024-03-17 00:00:00+00:00,1710695670,1710652482,19.346441,35.64,,3.0,8.2585,-0.4415,4.078333,-4.406134,43197.26,37051.03,,0.0,0.0,0.0,0.0,0.0,,319.87933,10.19,1.5796144,2024-03-17 00:00:00+00:00
2024-03-18 00:00:00+00:00,1710782176,1710738740,14.372974,29.16,,3.0,6.0585,-2.4915,2.2472377,-6.6000323,43445.457,37768.496,,0.0,0.0,0.0,0.0,0.0,,94.2666,13.16,1.4640843,2024-03-18 00:00:00+00:00
2024-03-19 00:00:00+00:00,1710868683,1710824998,16.595179,32.760002,,3.0,8.6085005,-2.4915,4.980109,-6.644478,43694.215,35315.5,,0.0,0.0,0.0,0.0,0.0,,128.54343,14.99,1.7235887,2024-03-19 00:00:00+00:00
2024-03-20 00:00:00+00:00,1710955189,1710911255,10.239453,20.16,,3.0,15.9585,1.3085,13.28224,-1.8000844,43943.39,29773.81,,0.0,0.0,0.0,0.0,0.0,,171.40552,12.18,1.9522158,2024-03-20 00:00:00+00:00
2024-03-21 00:00:00+00:00,1711041695,1710997512,20.150354,37.44,,61.0,14.2085,6.6584997,12.430828,4.3056526,44192.836,13814.347,,6.7,0.0,0.0,6.7,12.0,,264.48392,7.61,1.3019127,2024-03-21 00:00:00+00:00
2024-03-22 00:00:00+00:00,1711128202,1711083768,19.513195,41.399998,,55.0,13.0585,6.6085,9.64094,3.9266834,44442.402,0.0,,5.2999997,0.0,0.0,5.2999997,11.0,,234.38834,4.62,0.966465,2024-03-22 00:00:00+00:00
2024-03-23 00:00:00+00:00,1711214708,1711170025,23.936617,43.199997,,55.0,8.4585,2.6085,6.388941,-1.5952694,44691.96,11857.461,,5.9999995,0.0,0.0,5.9999995,17.0,,277.70737,5.71,0.7771894,2024-03-23 00:00:00+00:00
2024-03-24 00:00:00+00:00,1711301214,1711256282,26.596178,47.16,,61.0,6.4084997,1.7085,3.0621514,-2.5470412,44941.36,14728.3125,,7.700001,0.0,0.0,7.700001,14.0,,228.47977,6.74,0.87961054,2024-03-24 00:00:00+00:00
2024-03-25 00:00:00+00:00,1711387719,1711342538,19.855558,38.88,,51.0,9.3585005,1.0585,5.035331,-2.038259,45190.453,21370.826,,2.1,0.0,0.0,2.1,11.0,,281.4059,9.03,1.183059,2024-03-25 00:00:00+00:00
2024-03-26 00:00:00+00:00,1711474225,1711428795,23.090569,43.199997,,3.0,12.908501,0.3585,8.870489,-2.8756466,45439.098,40551.73,,0.0,0.0,0.0,0.0,0.0,,121.002075,15.22,2.2434914,2024-03-26 00:00:00+00:00
2024-03-27 00:00:00+00:00,1711560731,1711515053,18.472595,34.56,,3.0,17.0585,5.0084996,14.255175,0.6396079,45687.15,34871.11,,0.0,0.0,0.0,0.0,0.0,,124.814384,15.47,2.779441,2024-03-27 00:00:00+00:00
2024-03-28 00:00:00+00:00,1711647236,1711601311,33.971867,59.399998,,53.0,13.408501,6.3085,8.694943,2.0450802,45934.45,19160.639,,1.4000001,0.0,0.0,1.4000001,5.0,,218.36285,9.85,1.8492682,2024-03-28 00:00:00+00:00
2024-03-29 00:00:00+00:00,1711733741,1711687569,20.883102,39.6,,51.0,14.5085,5.1584997,10.75989,1.1290956,46180.86,12489.662,,0.4,0.0,0.0,0.4,4.0,,189.30602,8.76,1.7297097,2024-03-29 00:00:00+00:00
2024-03-30 00:00:00+00:00,1711820246,1711773829,13.783817,27.359999,,51.0,21.758501,7.6584997,20.789057,5.4475336,46426.215,42160.418,,0.3,0.0,0.0,0.3,1.0,,121.1374,17.31,2.9620845,2024-03-30 00:00:00+00:00
2024-03-31 00:00:00+00:00,1711906751,1711860090,11.480557,22.319998,,3.0,19.008501,6.8085,19.58864,5.0103865,46670.363,39235.184,,0.0,0.0,0.0,0.0,0.0,,221.98714,16.56,2.5388134,2024-03-31 00:00:00+00:00
2024-04-01 00:00:00+00:00,1711993255,1711946351,31.303444,54.719997,,51.0,19.4085,8.5085,17.60104,5.128332,46913.145,26244.436,,0.1,0.0,0.0,0.1,1.0,,199.92719,12.27,2.4012012,2024-04-01 00:00:00+00:00
2024-04-02 00:00:00+00:00,1712079760,1712032614,36.748222,65.159996,,61.0,13.5585,7.9585,8.270079,3.8811817,47154.71,42570.035,,3.1,0.0,0.0,3.1,8.0,,257.57407,14.14,2.4597473,2024-04-02 00:00:00+00:00
2024-04-03 00:00:00+00:00,1712166264,1712118876,25.582806,44.639996,,55.0,11.5085,8.3585005,10.833788,4.0674915,47396.77,5794.708,,5.3,0.0,0.0,5.3,15.0,,250.59488,6.04,1.0242099,2024-04-03 00:00:00+00:00
2024-04-04 00:00:00+00:00,1712252769,1712205138,23.051247,43.92,,61.0,14.2085,8.6085005,10.717983,5.9254484,47639.492,20848.334,,6.2000003,0.0,0.0,6.2000003,8.0,,223.35118,8.55,1.4141434,2024-04-04 00:00:00+00:00
2024-04-05 00:00:00+00:00,1712339274,1712291400,27.257967,52.56,,61.0,18.8085,9.0085,16.061913,6.2578783,47882.742,30069.182,,2.4,0.0,0.0,2.4,5.0,,224.35873,14.0,2.5504758,2024-04-05 00:00:00+00:00
2024-04-06 00:00:00+00:00,1712425779,1712377661,13.910169,29.88,,51.0,21.8585,11.3085,21.764748,9.7484045,48126.37,39714.992,,0.1,0.0,0.0,0.1,1.0,,202.14421,15.95,2.8259742,2024-04-06 00:00:00+00:00
2024-04-07 00:00:00+00:00,1712512284,1712463923,16.700275,33.12,,3.0,22.1585,13.3085,21.628677,10.973029,48370.25,43200.0,,0.0,0.0,0.0,0.0,0.0,,201.78345,17.25,3.411998,2024-04-07 00:00:00+00:00
2024-04-08 00:00:00+00:00,1712598789,1712550184,12.538134,24.119999,,51.0,25.5585,13.0585,26.171143,12.501406,48614.22,36000.0,,0.2,0.0,0.0,0.2,1.0,,152.20384,16.89,3.2072484,2024-04-08 00:00:00+00:00
2024-04-09 00:00:00+00:00,1712685295,1712636446,28.948118,51.839996,,51.0,25.508501,11.8585005,26.267921,8.581669,48858.14,41966.477,,0.8,0.0,0.0,0.8,4.0,,246.66992,17.84,3.721058,2024-04-09 00:00:00+00:00
2024-04-10 00:00:00+00:00,1712771800,1712722707,24.933735,45.36,,51.0,13.5585,8.158501,10.645374,5.575635,49101.855,29003.87,,0.4,0.0,0.0,0.4,2.0,,262.61612,11.69,2.2452397,2024-04-10 00:00:00+00:00
2024-04-11 00:00:00+00:00,1712858306,1712808969,20.88,39.6,,3.0,15.7585,6.0084996,12.17734,3.2220297,49345.227,18000.0,,0.0,0.0,0.0,0.0,0.0,,229.46722,13.12,2.3852017,2024-04-11 00:00:00+00:00
2024-04-12 00:00:00+00:00,1712944811,1712895232,20.61766,37.44,,3.0,19.1085,11.7585,16.718319,10.31059,49588.08,8777.187,,0.0,0.0,0.0,0.0,0.0,,247.83151,10.49,2.242973,2024-04-12 00:00:00+00:00
2024-04-13 00:00:00+00:00,1713031317,1712981495,23.795427,44.28,,3.0,21.008501,11.8085,19.016994,10.314847,49830.26,39222.24,,0.0,0.0,0.0,0.0,0.0,,244.77922,17.47,3.3214328,2024-04-13 00:00:00+00:00
